category,parameter_name,value,unit,description
# Removed static hydroponic_water_stress - should be calculated dynamically by UnifiedStressCalculator
# based on VPD, EC, temperature, humidity, and system conditions
stress_parameters,minimum_nutrient_stress,0.0,dimensionless,Minimum baseline nutrient stress
stress_parameters,water_salinity_interaction_factor,0.3,dimensionless,Water-salinity stress interaction factor
stress_parameters,ph_stress_sensitivity,0.3,dimensionless,pH stress sensitivity factor
stress_parameters,nutrient_stress_sensitivity,0.3,dimensionless,Nutrient stress sensitivity factor
stress_parameters,salinity_stress_sensitivity,0.3,dimensionless,Salinity stress sensitivity factor
stress_parameters,oxygen_stress_sensitivity,0.3,dimensionless,Oxygen stress sensitivity factor
stress_parameters,water_recovery_base_rate,0.3,dimensionless,Base water stress recovery rate
stress_parameters,temperature_recovery_base_rate,0.5,dimensionless,Base temperature stress recovery rate
stress_parameters,light_recovery_base_rate,0.3,dimensionless,Base light stress recovery rate
stress_parameters,acute_stress_base_weight,0.3,dimensionless,Base weight for acute stress calculation

# Simulator Default Parameters (for early simulation stages)
simulator_defaults,early_leaf_biomass,0.1,g,Default leaf biomass for early simulation stages
simulator_defaults,early_stem_biomass,0.1,g,Default stem biomass for early simulation stages
simulator_defaults,early_root_biomass,0.1,g,Default root biomass for early simulation stages
simulator_defaults,early_total_biomass,0.3,g,Default total biomass for early simulation stages
simulator_defaults,early_growth_stage,GERMINATION,stage,Default growth stage for early simulation
simulator_defaults,early_development_index,0.0,dimensionless,Default development index for early simulation
simulator_defaults,optimal_temperature_stress,1.0,dimensionless,Optimal temperature stress factor
simulator_defaults,optimal_water_stress,1.0,dimensionless,Optimal water stress factor
simulator_defaults,optimal_humidity_stress,1.0,dimensionless,Optimal humidity stress factor
simulator_defaults,optimal_light_stress,1.0,dimensionless,Optimal light stress factor
simulator_defaults,default_air_temperature,20.0,°C,Default air temperature for initialization
simulator_defaults,default_humidity,60.0,%,Default humidity for initialization
simulator_defaults,default_light_intensity,200.0,μmol_m2_s,Default light intensity for initialization
simulator_defaults,default_photosynthesis_rate,0.1,g_C_per_day,Default photosynthesis rate
simulator_defaults,default_respiration_rate,0.05,g_C_per_day,Default respiration rate
simulator_defaults,default_nutrient_availability,1.0,dimensionless,Default nutrient availability
simulator_defaults,default_nitrate_uptake,0.1,mg_per_day,Default nitrate uptake rate
simulator_defaults,default_ammonium_uptake,0.05,mg_per_day,Default ammonium uptake rate
simulator_defaults,default_phosphate_uptake,0.02,mg_per_day,Default phosphate uptake rate
simulator_defaults,default_phosphate_concentration,0.5,mg_L,Default phosphate concentration
simulator_defaults,default_iron_concentration,0.1,mg_L,Default iron concentration
simulator_defaults,default_time_step,1.0,hours,Default time step for calculations
simulator_defaults,cache_timeout,1.0,seconds,Cache timeout for dependency data
simulator_defaults,step_duration_seconds,0.1,seconds,Step duration for fast execution
growth_parameters,minimum_growth_rate,0.0,g_per_day,Minimum daily growth rate when conditions are limiting
allocation_parameters,allocation_efficiency,0.95,dimensionless,Efficiency of biomass allocation between organs

# Physiological Validation Parameters
validation_parameters,max_daily_lai_change,1.0,per_day,Maximum realistic daily LAI change
validation_parameters,max_k_concentration,110.0,mg_per_g,Maximum realistic tissue K concentration
validation_parameters,min_respiration_photosynthesis_ratio,0.001,dimensionless,Minimum realistic respiration to photosynthesis ratio for young plants
genetic_parameters,trait_growth_rate,0.7,dimensionless,Growth rate trait value

# Simulation Configuration Parameters (for distributed_simulation_runner.py)
simulator_defaults,total_days,30,days,Total simulation duration (overridden by weather data length)
simulator_defaults,steps_per_day,24,steps,Number of timesteps per day (hourly = 24)
simulator_defaults,enable_real_time,false,boolean,Enable real-time simulation mode (false for batch)
simulator_defaults,synchronization_mode,sequential,string,Simulator execution mode (sequential/parallel/event_driven)

# Stress Model Parameters (from parameter_loader.py lines 334-411)
# Temperature Stress
stress_parameters,temperature_lethal_min,2.0,°C,Minimum survival temperature for lettuce
stress_parameters,temperature_recovery_rate,0.2,per_day,Recovery rate from temperature stress

# Water Stress
stress_parameters,water_critical_threshold,0.15,fraction,Critical water stress threshold
stress_parameters,water_recovery_rate,0.3,per_day,Recovery rate from water stress

# Nutrient Stress
stress_parameters,nutrient_critical_threshold,0.1,fraction,Critical nutrient deficiency threshold
stress_parameters,nutrient_toxicity_threshold,3.0,dimensionless,Threshold for nutrient toxicity stress
stress_parameters,nutrient_recovery_rate,0.25,per_day,Recovery rate from nutrient stress

# Light Stress
stress_parameters,light_max_ppfd,2000.0,μmol_m2_s,Maximum PPFD before stress (2x saturation)
stress_parameters,light_photoinhibition_threshold,1800.0,μmol_m2_s,PPFD threshold for photoinhibition onset
stress_parameters,light_recovery_rate,0.4,per_day,Recovery rate from light stress

# pH Stress
stress_parameters,ph_stress_sensitivity,2.0,dimensionless,Sensitivity factor for pH stress
stress_parameters,ph_recovery_rate,0.5,per_day,Recovery rate from pH stress

# Salinity Stress
stress_parameters,salinity_threshold_ec,2.5,dS_m,EC threshold for salinity stress onset
stress_parameters,salinity_critical_ec,4.0,dS_m,EC threshold for severe salinity stress
stress_parameters,salinity_recovery_rate,0.2,per_day,Recovery rate from salinity stress

# Oxygen Stress
stress_parameters,oxygen_critical_min,3.0,mg_L,Critical minimum dissolved oxygen
stress_parameters,oxygen_optimal_min,5.0,mg_L,Optimal minimum dissolved oxygen
stress_parameters,oxygen_recovery_rate,0.6,per_day,Recovery rate from oxygen stress

# Stress Integration Weights
stress_parameters,integration_water_weight,0.3,dimensionless,Weight for water stress in integration
stress_parameters,integration_nutrient_weight,0.15,dimensionless,Weight for nutrient stress in integration
stress_parameters,integration_light_weight,0.05,dimensionless,Weight for light stress in integration
stress_parameters,integration_interaction_factor,1.2,dimensionless,Multiplicative interaction strength between stresses
stress_parameters,integration_threshold_severe,0.3,fraction,Threshold for severe combined stress
stress_parameters,integration_threshold_critical,0.15,fraction,Threshold for critical combined stress

# Acclimation Parameters
stress_parameters,acclimation_max_adjustment,0.5,dimensionless,Maximum stress acclimation adjustment
stress_parameters,acclimation_decay_rate,0.1,per_day,Daily decay rate of acclimation

# Physiological Process Sensitivity to Stress
stress_parameters,sensitivity_photosynthesis,0.8,dimensionless,Photosynthesis sensitivity to stress (high)
stress_parameters,sensitivity_respiration,0.4,dimensionless,Respiration sensitivity to stress (moderate)
stress_parameters,sensitivity_transpiration,0.6,dimensionless,Transpiration sensitivity to stress (moderate-high)
stress_parameters,sensitivity_growth,0.9,dimensionless,Growth sensitivity to stress (very high)
stress_parameters,sensitivity_development,0.5,dimensionless,Development sensitivity to stress (moderate)
